torch.Size([1, 256, 4, 4])
0.0078125
128
128;128;128;139;
145;128;128;128;
160;128;130;128;
129;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
146;128;128;140;
128;128;178;128;
128;128;158;128;
128;128;128;148;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
138;171;233;216;
128;128;149;128;
131;158;144;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
131;128;135;152;
166;128;133;168;
142;163;179;201;
128;149;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;155;211;142;
128;177;128;128;
146;128;128;128;
128;130;128;128;
128;128;128;163;
128;128;128;138;
128;128;128;128;
174;148;128;128;
176;138;128;128;
128;128;169;128;
128;128;131;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
148;128;129;130;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;201;150;
128;185;254;134;
128;132;128;128;
147;142;155;167;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;165;134;128;
128;128;128;128;
128;128;128;165;
148;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;130;128;131;
128;152;128;134;
128;128;128;128;
129;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
177;195;187;145;
129;147;143;128;
128;128;176;133;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
132;128;128;128;
128;128;128;128;
128;128;138;134;
128;128;153;151;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
152;144;128;128;
164;128;128;128;
148;128;128;138;
128;131;128;128;
128;137;129;128;
128;132;128;128;
128;128;128;128;
128;128;128;128;
128;142;135;161;
148;136;128;168;
128;128;128;141;
139;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
155;166;128;128;
128;128;128;128;
128;128;128;129;
144;143;128;158;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
139;128;128;128;
153;148;128;128;
146;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
162;235;128;128;
141;186;128;137;
128;128;128;128;
128;128;128;128;
148;198;213;184;
128;128;128;128;
140;128;128;128;
135;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
187;154;128;164;
128;128;128;128;
155;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
143;128;128;128;
164;128;128;128;
128;140;139;128;
128;128;128;141;
128;128;128;152;
128;128;128;128;
128;136;184;171;
128;142;128;128;
128;128;128;128;
128;128;128;128;
143;128;128;128;
128;138;152;146;
128;128;128;128;
133;128;141;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;143;
128;128;165;168;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
142;128;128;128;
128;128;128;128;
128;128;128;128;
128;180;187;141;
207;207;239;245;
128;156;161;128;
128;147;142;128;
128;128;128;130;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
135;208;218;184;
128;128;128;128;
128;128;146;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
132;144;128;128;
142;128;128;128;
128;128;128;128;
131;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;197;149;
128;128;255;204;
132;128;162;157;
162;151;193;172;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;138;128;128;
128;128;128;128;
138;128;128;128;
133;128;128;128;
128;128;128;128;
128;128;130;129;
130;133;141;131;
128;144;128;132;
128;128;128;152;
128;128;128;129;
167;128;128;128;
128;129;128;128;
128;145;149;178;
128;191;128;163;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
146;134;128;136;
129;140;131;128;
128;255;255;196;
128;204;177;128;
128;132;128;151;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;154;178;151;
128;128;145;128;
132;128;137;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
162;128;128;159;
128;128;128;128;
128;135;146;136;
128;128;132;152;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
133;149;158;157;
128;128;128;128;
128;128;128;128;
128;128;151;173;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
159;175;189;156;
134;128;140;128;
128;128;142;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;200;180;128;
135;130;128;128;
128;128;130;139;
135;137;128;128;
128;128;128;128;
128;128;128;128;
128;134;142;157;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
128;128;128;128;
