torch.Size([1, 192, 8, 8])
0.0078125
128
129;128;128;128;129;128;128;141;
140;147;148;136;128;139;136;156;
191;139;128;138;147;155;128;128;
193;134;128;128;185;140;128;174;
147;128;128;130;128;128;128;169;
128;183;144;143;128;131;142;169;
128;210;139;128;128;129;136;172;
128;128;128;128;128;128;128;128;
199;172;183;148;128;128;143;138;
128;134;128;128;128;128;128;128;
128;160;128;128;128;137;128;128;
128;128;128;128;128;132;128;162;
128;128;128;128;131;128;174;199;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;173;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
155;157;136;155;155;140;149;148;
158;166;150;132;128;142;135;173;
141;153;176;128;128;128;138;158;
128;162;128;128;128;128;128;128;
132;131;128;141;188;145;151;175;
131;140;128;130;140;147;128;128;
128;128;143;128;128;128;128;128;
128;128;128;128;128;128;128;128;
168;139;157;128;156;129;145;247;
180;153;135;128;128;128;128;226;
204;207;128;128;147;128;128;148;
217;199;232;128;179;128;128;184;
174;161;166;128;133;128;128;219;
199;178;128;128;128;128;128;187;
237;169;128;128;128;137;128;128;
226;140;140;128;132;133;128;133;
128;135;141;128;128;128;128;158;
128;147;161;128;140;140;128;157;
128;154;128;128;148;128;144;137;
128;137;128;128;141;128;136;167;
128;150;128;128;128;128;128;136;
131;158;128;128;128;128;128;143;
128;128;128;128;128;128;128;128;
153;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;133;128;128;
128;128;128;128;128;128;128;128;
141;128;132;133;128;129;134;129;
128;146;128;128;128;132;128;143;
128;128;128;128;128;128;128;128;
146;136;128;140;196;150;130;176;
159;131;140;197;167;128;131;166;
128;128;128;128;128;128;129;138;
128;128;128;128;128;128;137;137;
128;128;128;128;128;166;128;229;
134;128;229;206;183;201;178;220;
146;128;191;156;146;143;161;150;
136;128;128;128;128;128;128;128;
157;168;152;149;128;129;132;128;
128;128;128;128;133;140;136;128;
168;128;169;132;131;128;135;128;
143;128;128;128;156;133;142;137;
129;128;145;128;128;128;149;128;
128;148;133;153;128;128;128;128;
146;128;153;146;132;141;131;162;
169;128;153;137;129;136;141;166;
157;149;138;171;155;128;138;167;
144;150;145;129;128;128;128;159;
128;165;128;128;162;140;152;170;
128;128;194;128;148;128;136;158;
128;140;146;137;128;128;128;153;
133;128;157;154;137;128;128;128;
132;128;150;128;136;134;130;128;
150;128;128;128;128;134;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
155;158;175;179;183;162;167;153;
128;157;137;128;128;138;128;128;
128;128;169;154;128;130;128;128;
128;128;128;139;128;128;128;128;
128;128;128;132;128;128;128;143;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;135;134;132;136;128;128;
171;152;144;128;128;128;128;172;
128;154;134;128;128;130;128;169;
145;210;128;136;142;154;143;145;
163;206;139;132;168;176;134;166;
173;188;134;128;128;128;129;153;
173;167;128;128;128;128;141;149;
128;153;132;133;129;128;128;128;
141;158;128;132;142;135;130;134;
148;134;133;145;147;139;128;128;
165;132;128;153;128;128;138;128;
128;128;128;128;128;128;132;128;
128;128;128;128;128;128;135;133;
128;128;128;128;128;128;138;128;
128;128;161;173;149;133;143;132;
128;128;172;182;129;131;148;142;
180;128;185;143;132;149;164;168;
128;128;128;128;131;128;128;128;
128;128;128;131;128;128;133;128;
128;128;128;142;139;152;148;128;
134;158;128;144;142;130;145;144;
128;130;135;142;128;153;149;164;
128;168;128;151;128;136;128;144;
128;128;136;128;128;128;128;128;
134;128;128;128;128;128;128;128;
138;128;128;128;128;128;128;128;
165;128;128;128;152;128;157;128;
157;128;128;128;157;128;147;133;
128;128;128;148;160;128;156;140;
128;128;128;137;128;153;157;128;
128;128;128;138;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
129;148;157;128;144;130;128;173;
128;128;128;141;132;128;136;132;
128;128;128;135;128;136;131;128;
135;138;129;128;128;144;128;128;
134;128;128;128;128;128;128;151;
128;128;140;128;128;130;128;146;
142;128;177;128;128;128;128;128;
139;128;128;128;128;128;128;128;
128;128;128;128;140;128;128;128;
178;128;149;153;128;128;146;128;
128;128;128;128;128;135;128;143;
144;128;133;128;128;128;128;128;
138;128;128;128;128;128;128;128;
203;128;148;169;133;148;190;150;
155;128;128;143;149;158;153;165;
128;138;135;133;128;128;128;129;
154;170;135;134;128;128;129;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;154;128;
150;128;128;128;128;140;146;134;
186;128;128;128;128;128;128;128;
128;128;128;129;128;128;133;128;
139;128;128;128;135;133;128;128;
185;226;154;164;155;146;163;152;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
200;128;128;153;134;157;149;128;
203;145;151;128;160;141;147;147;
180;142;128;128;130;148;128;149;
141;151;147;128;128;128;128;128;
128;168;140;128;140;139;156;182;
161;154;171;150;137;134;137;135;
136;154;128;128;128;128;136;152;
168;162;163;188;157;155;159;143;
141;197;201;128;128;169;128;161;
128;128;156;135;128;146;128;128;
128;128;128;128;128;128;128;128;
154;128;128;141;128;128;128;128;
209;128;128;128;128;130;129;128;
128;128;128;168;145;144;133;128;
180;147;151;137;137;128;128;128;
160;143;152;184;175;164;192;179;
183;210;165;128;138;128;128;153;
128;196;128;128;148;128;128;128;
128;128;128;128;128;128;128;128;
128;128;134;143;137;128;128;151;
128;133;128;128;128;143;134;162;
128;128;128;144;151;132;143;128;
128;128;128;144;147;171;128;128;
172;128;128;128;128;128;128;128;
195;148;128;128;128;128;169;128;
159;148;128;128;150;145;152;146;
181;197;128;128;128;137;128;163;
133;219;148;128;130;128;128;128;
128;154;128;128;133;128;128;128;
128;128;128;128;128;128;128;141;
128;141;128;128;128;128;128;152;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
128;128;128;128;128;128;128;128;
185;170;155;175;168;163;165;150;
143;148;134;130;128;128;128;140;
128;134;128;129;128;135;128;128;
144;152;132;128;128;146;128;128;
148;148;128;128;128;128;143;160;
152;128;128;128;128;128;128;131;
128;128;128;128;128;128;128;128;
186;142;185;151;148;154;149;152;
146;141;136;128;128;128;128;131;
128;128;128;128;136;128;160;134;
128;128;128;128;128;128;128;142;
128;128;128;129;128;128;137;128;
