torch.Size([256, 256, 3, 3])
0.00390625
0
0;0;0;
0;0;0;
0;0;0;
29;63;17;
83;23;49;
28;-20;33;
0;0;0;
0;0;0;
0;0;0;
5;21;45;
-13;-12;-10;
-22;-17;-16;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
19;33;26;
3;-28;9;
-4;-5;8;
0;0;0;
0;0;0;
0;0;0;
-7;-11;19;
-14;-37;0;
94;22;15;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
-1;-28;-28;
-20;-26;-21;
18;16;5;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
14;7;25;
11;2;9;
13;13;6;
0;0;0;
0;0;0;
0;0;0;
30;3;3;
3;-27;-14;
-36;-62;-10;
-71;-30;-10;
-16;-4;-12;
-10;-22;-50;
0;0;0;
0;0;0;
0;0;0;
8;9;-1;
53;98;110;
34;94;86;
-44;-30;-5;
-17;0;8;
-20;-33;-39;
37;25;15;
41;32;46;
26;18;9;
48;15;-15;
32;26;-2;
-18;13;-30;
11;58;63;
11;14;9;
10;-8;-6;
23;28;27;
-33;-61;-38;
10;-22;-13;
-41;-64;-56;
-43;-34;-65;
-51;-28;-28;
-8;18;9;
-51;-30;-12;
-20;5;-6;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
34;9;13;
9;-16;-1;
-3;-30;-21;
48;24;13;
33;15;23;
12;33;31;
0;0;0;
0;0;0;
0;0;0;
-16;-5;1;
-11;-26;-31;
-40;-30;-25;
0;0;0;
0;0;0;
0;0;0;
-7;8;13;
4;-2;-6;
-30;2;0;
0;0;0;
0;0;0;
0;0;0;
-54;-9;-6;
-38;-47;-20;
-3;6;0;
-35;-2;31;
-5;15;42;
-32;16;20;
0;0;0;
0;0;0;
0;0;0;
3;33;27;
-4;35;6;
-46;-33;-63;
13;28;4;
8;0;-12;
60;35;-25;
58;42;-39;
-18;4;-34;
-6;7;-30;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
0;0;0;
23;6;7;
